;amber;amethyst;apricot;azure;black;blue;brown;burgundy;cerulean;cobalt;coffee;coral;crimson;emerald;grey;green;indigo;ivory;jade;lavender;lilac;lime;magenta;maroon;olive;orange;ochre;peach;pear;pink;plum;purple;red;rose;ruby;salmon;sapphire;scarlet;silvery;tan;teal;turquoise;violet;white;yellow
1;0;0;0;0;3;4;1;0;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;4;0
2;0;0;0;0;3;4;1;1;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;4;0;0;0;1;0;0;0;0;0;7;1
3;0;0;0;0;3;0;1;0;0;0;0;0;0;0;2;1;0;2;0;0;0;0;0;0;0;5;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;2;0
4;0;0;0;0;2;0;0;0;0;0;0;0;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0
5;0;0;0;0;5;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;8;0
6;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;3;0
7;0;0;0;0;8;1;1;1;0;0;0;0;6;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;10;1;0;0;0;1;0;0;0;0;0;8;1
8;0;0;0;0;3;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;4;2
9;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;2;1
10;0;0;0;0;5;0;0;0;0;0;0;0;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;2;0;0;0;0;0;0;0;0;0;1;1
11;0;0;0;0;1;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;0;0;0;0;0;0;0;0;4;1
12;0;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0
13;0;0;0;0;2;1;0;0;0;0;0;0;1;0;1;6;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;4;0
14;0;0;0;0;2;0;0;1;0;0;0;0;3;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;6;5;1;0;0;1;1;0;0;1;0;2;1
15;0;0;0;0;5;0;0;0;0;0;0;0;2;0;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;3;0;0;0;0;1;0;0;0;0;3;1
16;0;0;0;0;2;1;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;9;5;2;0;0;1;0;0;0;0;0;4;0
17;0;3;0;0;8;0;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0
18;0;0;0;0;1;0;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;4;0;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;4;0
19;0;0;0;0;11;6;1;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;18;11
20;0;0;0;0;5;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0;7;0
