;amber;amethyst;apricot;azure;black;blue;brown;burgundy;cerulean;cobalt;coffee;coral;crimson;emerald;grey;green;indigo;ivory;jade;lavender;lilac;lime;magenta;maroon;olive;orange;ochre;peach;pear;pink;plum;purple;red;rose;ruby;salmon;sapphire;scarlet;silvery;tan;teal;turquoise;violet;white;yellow
1;0;0;0;0;3;1;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0
2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;1
3;0;0;0;0;3;1;1;0;0;0;0;0;0;0;5;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1
4;0;0;0;0;9;0;1;0;0;0;0;0;0;0;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;4;1
5;0;0;0;0;8;2;2;0;0;0;0;0;0;0;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;1;0;0;0;0;3;1
6;0;0;0;0;6;1;3;0;0;0;0;0;0;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8;2;0;0;0;1;0;0;0;0;0;6;0
7;0;0;0;0;7;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;2;0
8;0;0;0;0;5;0;1;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;1;0
9;0;0;0;0;1;3;3;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;8;0
10;0;0;0;0;3;0;2;0;0;0;0;0;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;2;0;0;0;0;0;0;0;8;0
11;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0
12;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0
13;0;0;0;0;8;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;4;0
14;0;0;0;0;11;0;1;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;1
15;0;0;0;0;8;3;1;0;0;0;0;0;0;0;6;12;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;12;1;2;0;0;2;2;0;0;0;0;13;0
16;0;0;0;0;10;1;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0
17;0;0;0;0;23;4;0;0;0;0;0;0;0;0;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;8;0
18;0;0;0;0;19;2;3;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;7;3
19;0;0;0;0;18;1;3;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;15;2
20;0;0;0;0;20;1;2;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10;6;0;0;0;0;0;0;0;0;0;9;0
