;amber;amethyst;apricot;azure;black;blue;brown;burgundy;cerulean;cobalt;coffee;coral;crimson;emerald;grey;green;indigo;ivory;jade;lavender;lilac;lime;magenta;maroon;olive;orange;ochre;peach;pear;pink;plum;purple;red;rose;ruby;salmon;sapphire;scarlet;silvery;tan;teal;turquoise;violet;white;yellow
20;0;0;0;0;17;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;7;2;0;0;0;0;0;0;0;0;0;5;1
21;0;0;0;0;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;3;0;0;0;0;0;0;0;0;0;2;0
22;0;0;0;0;17;0;1;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;1;0
23;0;0;0;0;16;4;4;0;0;0;0;0;0;0;13;7;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;7;2;1;0;0;0;0;0;0;0;0;7;0
24;0;0;0;0;26;3;1;0;0;1;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;5;1;0;0;0;0;0;0;0;0;0;3;0
25;0;0;0;0;11;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;4;2;0;0;0;0;0;0;0;0;0;2;1
26;0;0;0;0;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;1
27;1;0;0;0;10;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;5
28;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;1;0;0;0;0;0;0;0;0;0;0
29;0;0;0;0;6;1;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;5;0
30;0;0;0;0;17;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9;3;3;0;0;0;0;0;0;0;0;7;2
31;0;0;0;0;14;1;1;0;0;0;0;0;0;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0
32;0;0;0;0;14;2;1;0;0;0;0;0;1;0;2;3;0;0;1;0;0;0;0;0;0;3;0;0;0;2;0;0;13;1;1;0;0;1;0;0;0;0;0;6;4
33;0;0;0;0;5;0;4;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;2;3;1;0;0;0;0;0;0;0;7;2
34;0;0;0;0;12;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;1;0
35;0;0;0;0;8;0;3;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;1;11;3;1;0;0;0;1;0;0;0;0;2;2
36;0;0;0;0;15;1;1;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;6;2;0;0;0;0;0;0;0;0;0;12;1
37;0;0;0;0;5;1;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;4;0
38;0;0;0;0;10;2;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;2;0;0;0;0;0;0;0;0;0;1;0
39;0;0;0;0;16;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;13;1;2;0;0;2;0;0;0;0;0;6;0
40;2;0;0;0;16;3;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;3;0;0;0;0;0;0;0;0;0;11;0
41;1;0;0;0;19;1;2;0;0;0;0;0;0;0;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;1;8;3;0;0;0;0;0;0;0;0;0;6;1
42;0;0;0;0;14;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;13;0;1;0;0;1;0;0;0;0;0;8;0
