;amber;amethyst;apricot;azure;black;blue;brown;burgundy;cerulean;cobalt;coffee;coral;crimson;emerald;grey;green;indigo;ivory;jade;lavender;lilac;lime;magenta;maroon;olive;orange;ochre;peach;pear;pink;plum;purple;red;rose;ruby;salmon;sapphire;scarlet;silvery;tan;teal;turquoise;violet;white;yellow
1.27.JON;0;0;0;0;9;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;3;0
1.28.EDDARD;0;0;0;0;7;3;2;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;0;0;1;0;0;0;0;0;0;1;2
1.29.CATELYN;0;0;0;0;4;3;2;0;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;3;0;0;0;0;1;0;0;0;0;2;0
1.30.SANSA;0;0;0;0;3;4;1;1;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;4;0;0;0;1;0;0;0;0;0;7;1
1.31.EDDARD;0;0;0;0;5;3;1;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;4;3;0;0;0;0;0;0;0;0;0;4;0
1.32.TYRION;0;0;0;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1
1.33.ARYA;0;0;0;0;11;1;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;3;4
1.34.EDDARD;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0
1.35.CATELYN;0;0;0;0;12;3;2;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;11;0
1.36.EDDARD;0;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0
1.37.DAENERYS;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;3;0
1.38.BRAN;0;0;0;0;8;2;2;0;0;0;0;0;0;0;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;1;0;0;0;0;3;1
1.39.TYRION;0;0;0;0;4;7;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;3;0;0;0;0;0;0;0;0;0;4;0
1.40.EDDARD;0;0;0;0;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;4;0
1.41.CATELYN;0;0;0;0;7;2;0;0;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;6;0
1.42.JON;0;0;0;0;7;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;1;0;0;0;0;0;0;0;0;0;0;1
1.43.TYRION;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.44.EDDARD;0;0;0;0;4;1;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;1;0;0;0;0;0;0;0;0;0;4;0
1.45.SANSA;0;0;0;0;3;0;1;0;0;0;0;0;0;0;2;1;0;2;0;0;0;0;0;0;0;5;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;2;0
1.46.EDDARD;0;0;0;0;4;1;2;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2;1
1.47.DAENERYS;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;4;0;0;0;2;1;0;0;0;0;0;0
1.48.EDDARD;0;0;0;0;7;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;1;0;0;0;0;7;1
1.49.JON;0;0;0;0;7;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;2;0
1.50.EDDARD;0;0;0;0;1;1;0;0;0;0;0;0;4;1;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;3;1;0;0;0;0;0;0;0;0;0;2;0
1.51.ARYA;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;1;0;0;0;0;0;8;2
1.52.SANSA;0;0;0;0;2;0;0;0;0;0;0;0;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0
1.53.JON;0;0;0;0;15;7;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;4;0
1.54.BRAN;0;0;0;0;6;1;3;0;0;0;0;0;0;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8;2;0;0;0;1;0;0;0;0;0;6;0
1.55.DAENERYS;0;0;0;0;6;2;0;0;0;0;0;0;0;0;1;3;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;8;3;0;0;0;1;0;0;0;0;0;2;1
1.56.CATELYN;0;0;0;0;3;0;1;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;7;0
1.57.TYRION;0;0;0;0;5;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;0;1;1
1.58.SANSA;0;0;0;0;5;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;8;0
1.59.EDDARD;0;0;0;0;5;3;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;3;0
1.60.CATELYN;0;0;0;0;2;2;0;0;0;0;0;0;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;2;0;0;0;0;1;0;0;0;0;1;0
1.61.JON;0;0;0;0;10;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;5;0
1.62.DAENERYS;0;0;0;0;6;1;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0
1.63.TYRION;0;0;0;0;6;1;1;0;0;0;0;0;2;0;3;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;4;5;1;0;0;0;0;0;0;0;0;3;1
1.64.CATELYN;0;0;0;0;3;1;1;0;0;0;0;0;1;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;1;0
1.65.DAENERYS;0;0;0;0;8;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;11;2;0;0;0;1;0;0;0;0;0;1;0
1.66.ARYA;0;0;0;0;9;0;4;0;0;0;0;0;3;0;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0;6;0
1.67.BRAN;0;0;0;0;7;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;2;0
1.68.SANSA;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;3;0
1.69.DAENERYS;0;1;0;0;6;2;0;0;0;0;0;0;0;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;1;0;0;0;0;1;1;0
1.70.TYRION;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0
1.71.JON;0;0;0;0;10;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;1;0;0;0;0;0;0;0;0;0;1;0
1.72.CATELYN;0;0;0;0;0;1;2;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;2;1
1.73.DAENERYS;0;0;0;0;6;2;1;0;0;0;0;0;2;0;2;1;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;1;8;2;0;0;0;1;0;0;0;0;0;0;3
2.1.PROLOGUE;0;0;0;0;14;2;4;1;0;0;0;0;0;0;4;4;1;0;2;0;0;0;0;0;0;2;0;0;0;2;0;4;30;6;4;0;0;1;0;0;0;0;0;13;0
2.2.ARYA;0;0;0;0;6;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0
2.3.SANSA;0;0;0;0;8;1;1;1;0;0;0;0;6;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;10;1;0;0;0;1;0;0;0;0;0;8;1
2.4.TYRION;0;0;0;0;8;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8;4;0;0;0;0;0;0;0;0;0;3;0
2.5.BRAN;0;0;0;0;5;0;1;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;1;0
2.6.ARYA;0;0;0;0;8;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;3;1
2.7.JON;0;0;0;0;13;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;3;1
2.8.CATELYN;0;0;0;0;2;2;1;0;0;0;0;0;1;0;11;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;4;0
2.9.TYRION;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;0;3;0
2.10.ARYA;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;1;2
2.11.DAVOS;0;0;0;0;9;1;0;0;0;0;0;0;0;0;2;5;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;20;2;1;0;0;1;0;0;0;0;0;2;2
2.12.THEON;0;0;0;0;15;1;1;0;0;0;0;0;0;0;8;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;0;0;0;1;0;0;0;0;2;0
2.13.DAENERYS;0;0;0;0;10;2;1;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;8;1;0;0;0;1;0;0;0;0;0;7;0
2.14.JON;0;0;0;0;6;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0
2.15.ARYA;0;0;0;0;11;0;1;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;6;0;0;0;1;0;1;11;0;0;0;0;0;0;0;0;0;0;2;1
2.16.TYRION;1;0;0;0;7;2;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;3;2;0;0;0;1;0;0;0;0;0;0;1
2.17.BRAN;0;0;0;0;1;3;3;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;8;0
2.18.TYRION;0;0;0;0;6;1;2;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3;3
2.19.SANSA;0;0;0;0;3;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;4;2
2.20.ARYA;0;0;0;0;7;2;0;0;0;0;0;0;1;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;1;4
2.21.TYRION;0;0;0;0;3;0;1;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;2;0;0;0;0;0;0;0;0;0;0;0
2.22.BRAN;0;0;0;0;3;0;2;0;0;0;0;0;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;2;0;0;0;0;0;0;0;8;0
2.23.CATELYN;0;0;0;0;3;16;3;0;0;2;0;0;0;0;2;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;4;0
2.24.JON;0;0;0;0;20;2;7;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;2;0;0;0;0;0;0;0;0;0;8;1
2.25.THEON;0;0;0;0;10;0;1;0;0;0;0;0;0;0;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0
2.26.TYRION;0;0;0;0;6;0;0;0;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;4;0
2.27.ARYA;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0
2.28.DAENERYS;0;0;0;0;9;3;0;0;0;0;0;0;0;0;2;5;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;0;0;0;0;0;0;0;1;1;1
2.29.BRAN;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0
2.30.TYRION;0;0;0;0;7;0;1;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0
2.31.ARYA;0;0;0;0;10;0;1;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;2;0
2.32.CATELYN;0;0;0;0;2;1;1;0;0;0;0;0;0;0;2;3;0;0;1;0;0;0;0;0;0;1;0;2;0;0;0;0;6;1;1;0;0;1;0;0;0;0;0;1;4
2.33.SANSA;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;2;1
2.34.CATELYN;0;0;0;0;4;1;0;0;0;0;0;0;0;1;6;7;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;3;1;0;0;0;0;0;0;0;0;0;1;3
2.35.JON;0;0;0;0;10;0;1;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;5;1
2.36.BRAN;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0
2.37.TYRION;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2.38.THEON;0;0;0;0;3;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0
2.39.ARYA;0;0;0;0;4;3;2;0;0;0;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;1;0
2.40.CATELYN;0;0;0;0;2;0;0;0;0;0;0;0;1;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;1;0;0;0;0;0;8;0
2.41.DAENERYS;3;2;0;0;5;4;0;0;0;0;0;0;0;0;1;2;0;2;5;0;0;0;0;0;1;1;0;0;0;0;0;2;3;1;0;0;0;0;0;0;0;0;0;2;1
2.42.TYRION;0;0;0;0;3;1;4;0;0;0;0;0;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;9;1
2.43.DAVOS;0;0;0;0;14;0;0;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;10;1;1;0;0;0;0;0;0;0;0;3;1
2.44.JON;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2.45.TYRION;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;1;0;0;0;0;1;1
2.46.CATELYN;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;1;0;0;0;0;0;0;0;0;0;0;0
2.47.BRAN;0;0;0;0;8;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;4;0
2.48.ARYA;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;2;0
2.49.DAENERYS;0;0;0;0;8;9;0;0;0;0;0;0;0;1;4;2;5;0;0;0;1;0;0;0;0;3;0;0;0;2;0;1;4;2;1;0;0;0;1;0;0;0;0;2;0
2.50.TYRION;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;4;0
2.51.THEON;0;0;0;0;8;0;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0
2.52.JON;0;0;0;0;18;2;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;3;0;0;0;1;0;0;0;0;0;6;0
2.53.SANSA;0;0;0;0;5;0;0;0;0;0;0;0;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;2;0;0;0;0;0;0;0;0;0;1;1
2.54.JON;0;0;0;0;6;1;1;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;3;0
2.55.TYRION;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;4;0
2.56.CATELYN;0;0;0;0;2;1;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;1;0;0;0;0;6;1
2.57.THEON;0;0;0;0;6;1;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0
2.58.SANSA;0;0;0;0;1;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;0;0;0;0;0;0;0;0;4;1
2.59.DAVOS;0;0;0;0;19;0;0;0;0;0;0;0;1;1;0;10;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;12;5;0;0;0;0;1;0;0;0;0;7;3
2.60.TYRION;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;5;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;5;1;0;0;0;1;0;0;0;0;0;5;0
2.61.SANSA;0;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0
2.62.TYRION;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;6;2;0;0;0;1;0;0;0;0;0;9;1
2.63.SANSA;0;0;0;0;2;1;0;0;0;0;0;0;1;0;1;6;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;4;0
2.64.DAENERYS;0;0;0;1;3;1;6;0;0;0;0;0;0;1;0;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;4;1
